Agency Name,Building/Facility Name,ZIP Code, Year , Gross Floor Area  ,Source kBtu,Source EUI
Agriculture and Markets,NY State Fair,13209,2016-17,706854,87977450,124.46
CUNY,Baruch College Campus,10010,2016-17,1572633,329158700,209.3
CUNY,Brooklyn College Campus,11210,2016-17,2371951,769089350,324.24
CUNY,Central Office Campus,10075,2016-17,124514,39475350,317.04
CUNY,City College Of New York Campus,10031,2016-17,3353318,1142413000,340.68
CUNY,City Tech College Campus,11201,2016-17,1017501,218154440,214.4
CUNY,College Of Staten Island Campus,10314,2016-17,1496668,430426850,287.59
CUNY,Graduate Center,10016,2016-17,680537,134785230,198.06
CUNY,Honors College,10023,2016-17,24096,6168680,256
CUNY,Hunter College Campus,10021,2016-17,2652582,557812050,210.29
CUNY,John Jay College Of Criminal Justice Campus,10019,2016-17,1463371,309949650,211.81
CUNY,Lehman College Campus,10468,2016-17,1618772,431735230,266.71
CUNY,Medgar Evers College Campus,11225,2016-17,571193,173177090,303.18
CUNY,Queens College Campus,11367,2016-17,2730015,570371360,208.93
CUNY,School of Professional Studies,10001,2016-17,62157,10951100,176.18
CUNY,York College Campus,11451,2016-17,937761,235614040,251.25
DASNY,DASNY Headquarters (Albany),12207,2016-17,180000,24139480,134.11
DASNY,Delmar Building,12054,2016-17,43000,7028430,163.45
DEC,Avon Office,14414,2016-17,47028,4918910,104.6
DEC,Herkimer Suboffice,13350,2016-17,22400,567930,25.35
DEC,"New Paltz Regional Office - Office Bldg. (NYSDEC), Region 3",12561,2016-17,41400,4650810,112.34
DEC,Raybrook Office,12977,2016-17,39856,2953460,74.1
DEC,Salmon River Fish Hatchery,13302,2016-17,46400,11799120,254.29
DEC,Stamford Suboffice,12167,2016-17,23949,1708810,71.35
DEC,Warrensburg Suboffice,12885,2016-17,40769,5190230,127.31
DMNA - Armories,Auburn Armory,13021,2016-17,55705,8807040,158.1
DMNA - Armories,Binghamton Armory And Facility Maintenance Shop,13905,2016-17,125401,5603820,44.69
DMNA - Armories,Bronx Armory,10468,2016-17,34265,3666200,107
DMNA - Armories,Buffalo Connecticut Street Armory And Field Maintenance Shop,14213,2016-17,384501,15889870,41.33
DMNA - Armories,Buffalo Masten Ave Armory,14204,2016-17,301743,12955350,42.94
DMNA - Armories,Buffalo Masten Ave Facility Maintenance Shop,14204,2016-17,36696,1921500,52.36
DMNA - Armories,Camp Smith Training Site Campus,10567,2016-17,621292,62557350,100.69
DMNA - Armories,Dunkirk Armory,14048,2016-17,23845,2899570,121.6
DMNA - Armories,Geneseo Armory,14454,2016-17,45252,2470100,54.59
DMNA - Armories,Geneva Armory,14456,2016-17,33626,2135860,63.52
DMNA - Armories,Gloversville Armory,12078,2016-17,42352,2149480,50.75
DMNA - Armories,Hornell Armory,14843,2016-17,41919,1889220,45.07
DMNA - Armories,Horseheads Armory,14845,2016-17,27641,2312180,83.65
DMNA - Armories,Ithaca Armory,14850,2016-17,29661,2058720,69.41
DMNA - Armories,Jamaica Armory And Facility Maintenance Shop,11433,2016-17,312231,23813320,76.27
DMNA - Armories,Jamestown Armory And Facility Maintenance Shop,14701,2016-17,42771,3046580,71.23
DMNA - Armories,Kingston Armory,12401,2016-17,111745,3093200,27.68
DMNA - Armories,Latham Army Aviation Support Facility,12110,2016-17,38797,6995360,180.31
DMNA - Armories,"Latham HQ, Armory And Facility Mainenance Shop Campus",12110,2016-17,196658,32813820,166.86
DMNA - Armories,Leeds Armory,12451,2016-17,37732,1520990,40.31
DMNA - Armories,Lockport Armory,14094,2016-17,28281,2773310,98.06
DMNA - Armories,Morrisonville Armory,12962,2016-17,22187,1214320,54.73
DMNA - Armories,New York Fifth Avenue Armory,10037,2016-17,245395,24829270,101.18
DMNA - Armories,New York Lexington Avenue Armory,10010,2016-17,226785,15052550,66.37
DMNA - Armories,Ogdensburg Armory,13669,2016-17,33963,2286990,67.34
DMNA - Armories,Olean Armory,14760,2016-17,48097,1556460,32.36
DMNA - Armories,Orangeburg Armory,10962,2016-17,28321,1259210,44.46
DMNA - Armories,Peekskill Armory,10566,2016-17,81534,4752500,58.29
DMNA - Armories,Queensbury Armory,12804,2016-17,49363,8187340,165.86
DMNA - Armories,Rochester Patriot Way Armory,14624,2016-17,131436,14096780,107.25
DMNA - Armories,Rochester Patriot Way Army Aviation Support Facility,14624,2016-17,94982,12911480,135.94
DMNA - Armories,Ronkonkoma Armory And Army Aviation Support Facility,11779,2016-17,78694,12660400,160.88
DMNA - Armories,Saranac Lake Armory,12983,2016-17,22862,1122200,49.09
DMNA - Armories,Saratoga Springs Museum,12866,2016-17,37707,3570970,94.7
DMNA - Armories,Staten Island Armory,10314,2016-17,61600,6525920,105.94
DMNA - Armories,Staten Island Combined Support Maintenance Shop,10314,2016-17,27633,6351830,229.86
DMNA - Armories,Troy Glenmore Road Armory And Facility Maintenance Shop,12180,2016-17,80218,8134640,101.41
DMNA - Armories,Troy South Lake Avenue Armory,12180,2016-17,21316,1588760,74.53
DMNA - Armories,Utica Armory,13501,2016-17,106387,17504570,164.54
DMNA - Armories,Whitestone Armory,11357,2016-17,39515,1895060,47.96
DMNA - Armories,Yonkers Armory,10701,2016-17,23762,2457900,103.44
DOCCS,Adirondack Correctional Facility,12977,2016-17,500512,91323760,182.46
DOCCS,Albion Correctional Facility,14411,2016-17,695644,195160680,280.55
DOCCS,Altona Correctional Facility,12910,2016-17,224212,58925120,262.81
DOCCS,Attica Correctional Facility,14011,2016-17,1144662,338984190,296.14
DOCCS,Auburn Correctional Facility,13024,2016-17,1197892,232789270,194.33
DOCCS,Bare Hill Correctional Facility,12953,2016-17,491384,167366490,340.6
DOCCS,Bedford Hills Correctional Facility,10507,2016-17,640359,185171900,289.17
DOCCS,Cape Vincent Correctional Facility,13618,2016-17,309729,91717460,296.12
DOCCS,Cayuga Correctional Facility,13118,2016-17,369944,120546280,325.85
DOCCS,Clinton Correctional Facility,12929,2016-17,1944182,450720610,231.83
DOCCS,Collins Correctional Facility,14034,2016-17,890271,177135570,198.97
DOCCS,Coxsackie Correctional Facility,12051,2016-17,658906,140853830,213.77
DOCCS,Downstate Correctional Facility,12524,2016-17,584254,326561030,558.94
DOCCS,Eastern Correctional Facility,12458,2016-17,969707,178452760,184.03
DOCCS,Edgecombe Correctional Facility,10032,2016-17,86122,22191280,257.67
DOCCS,Elmira Correctional Facility,14901,2016-17,1575830,306691250,194.62
DOCCS,Fishkill Correctional Facility,12508,2016-17,1559649,358966420,230.16
DOCCS,Five Points Correctional Facility,14541,2016-17,997438,211582930,212.13
DOCCS,Franklin Correctional Facility,12953,2016-17,544054,201215860,369.85
DOCCS,Gouverneur Correctional Facility,13642,2016-17,360316,116148660,322.35
DOCCS,Gowanda Correctional Facility,14070,2016-17,885250,158888490,179.48
DOCCS,Great Meadow Correctional Facility,12821,2016-17,1098651,250130510,227.67
DOCCS,Greene Correctional Facility,12051,2016-17,575382,163664700,284.45
DOCCS,Green Haven Correctional Facility,12582,2016-17,1537919,262121170,170.44
DOCCS,Groveland Correctional Facility,14556,2016-17,1117176,222506880,199.17
DOCCS,Hale Creek Correctional Facility,12095,2016-17,129594,34808440,268.6
DOCCS,Hudson Correctional Facility,12534,2016-17,349222,62726570,179.62
DOCCS,Lakeview Correctional Facility,14716,2016-17,430237,90269110,209.81
DOCCS,Lincoln Correctional Facility,10026,2016-17,56919,12547790,220.45
DOCCS,Livingston Correctional Facility,14556,2016-17,287232,80992810,281.98
DOCCS,Marcy Correctional Facility,13403,2016-17,616096,152380090,247.33
DOCCS,Mid-State Correctional Facility,13403,2016-17,1077380,332577830,308.69
DOCCS,Mohawk Correctional Facility,13440,2016-17,934933,345590800,369.64
DOCCS,Moriah Correctional Facility,12956,2016-17,113881,21611560,189.77
DOCCS,NYCC,10011,2016-17,50000,4007740,80.15
DOCCS,Ogdensburg Correctional Facility,13669,2016-17,524842,75863850,144.55
DOCCS,Orleans Correctional Facility,14411,2016-17,356243,98150530,275.52
DOCCS,Otisville Correctional Facility,10963,2016-17,402366,75467780,187.56
DOCCS,Queensboro Correctional Facility,11101,2016-17,128372,30339700,236.34
DOCCS,Riverview Correctional Facility,13669,2016-17,309348,106205370,343.32
DOCCS,Shawangunk Correctional Facility,12589,2016-17,339583,86744390,255.44
DOCCS,Sing Sing Correctional Facility,10562,2016-17,1068852,227018310,212.39
DOCCS,Southport Correctional Facility,14871,2016-17,430326,88427080,205.49
DOCCS,Sullivan Annex,12733,2016-17,59246,1785720,30.14
DOCCS,Sullivan Correctional Facility,12733,2016-17,373992,116328430,311.05
DOCCS,Taconic Correctional Facility,10507,2016-17,241852,81391950,336.54
DOCCS,Training Academy,12208,2016-17,92922,15448210,166.25
DOCCS,Ulster Correctional Facility,12458,2016-17,287403,85000920,295.76
DOCCS,Upstate Correctional Facility,12953,2016-17,710948,171911910,241.81
DOCCS,Wallkill Correctional Facility,12589,2016-17,513759,81331780,158.31
DOCCS,Washington Correctional Facility,12821,2016-17,471270,111239010,236.04
DOCCS,Watertown Correctional Facility,13601,2016-17,353408,82061620,232.2
DOCCS,Wende Correctional Facility,14004,2016-17,623100,119555160,191.87
DOCCS,Willard D.T.C.,14588,2016-17,1176753,178294170,151.51
DOCCS,Woodbourne Correctional Facility,12788,2016-17,409997,118952610,290.13
DOCCS,Wyoming Correctional Facility,14011,2016-17,724211,169672090,234.29
DOH,David Axelrod Institute,12208,2016-17,225000,183850780,817.11
DOH,Griffin Laboratory,12159,2016-17,80000,68933700,861.67
DOH,Helen Hayes Hospital,10993,2016-17,343580,163293080,475.27
DOH,NYS Veterans' Home at Batavia,14020,2016-17,80381,24708610,307.39
DOH,NYS Veterans' Home at Montrose,10548,2016-17,154000,31120870,202.08
DOH,NYS Veterans' Home at St. Albans,11434,2016-17,151000,47371490,313.72
DOH,Skilled Nursing Facility-NYS Veterans' Home At Oxford,13830,2016-17,221767,75337990,339.72
DOL,NYSDOL - 250 Schermerhorn,11201,2016-17,72000,9755170,135.49
DOT,Broome County HQ,13904,2016-17,31000,4305440,138.89
DOT,Cairo HQ,12413,2016-17,36500,3129220,85.73
DOT,Camillus HQ,13031,2016-17,39050,4535250,116.14
DOT,Defreestville HQ,12144,2016-17,48400,3363790,69.5
DOT,Elizabethtown HQ,12932,2016-17,34190,3281510,95.98
DOT,Garden City HQ,11530,2016-17,28466,2883900,101.31
DOT,Hamburg Former Sign Shop,14075,2016-17,24000,32780,1.37
DOT,Hamburg HQ,14075,2016-17,22963,3258700,141.91
DOT,Hornell HQ,14843,2016-17,43240,2990030,69.15
DOT,Hudson HQ,12534,2016-17,25930,2185510,84.28
DOT,Katonah HQ,10536,2016-17,32000,2994180,93.57
DOT,Lake Carmel HQ,12531,2016-17,24600,3239250,131.68
DOT,Lakeville HQ,14020,2016-17,39600,5483530,138.47
DOT,Lockport HQ,14094,2016-17,43000,6105360,141.99
DOT,Lowville HQ,13367,2016-17,27579,3033180,109.98
DOT,Melville HQ,11747,2016-17,32500,4463300,137.33
DOT,Middletown HQ,10940,2016-17,26000,5381950,207
DOT,Monroe East HQ,14445,2016-17,25829,3917000,151.65
DOT,Monticello HQ,12413,2016-17,33080,4699100,142.05
DOT,North Merrick HQ,11566,2016-17,57250,8701270,151.99
DOT,Ogdensburg Sub-HQ,13669,2016-17,30000,3406960,113.57
DOT,Onondaga East HQ,13212,2016-17,30453,4447450,146.04
DOT,Pittsford Bridge Crew Shop,11530,2016-17,34800,1471380,42.28
DOT,Pittsford Bridge Shed,14075,2016-17,23475,393950,16.78
DOT,Poughkeepsie Special Crews,14075,2016-17,36000,3578870,99.41
DOT,Region 10 Fleet Administration Shop,12534,2016-17,31600,7569370,239.54
DOT,Region 1 Fleet Administration Shop,14843,2016-17,66400,1666160,25.09
DOT,Region 2 Fleet Administration Shop,10536,2016-17,57940,7389380,127.54
DOT,Region 3 Fleet Administration Shop,12531,2016-17,65044,7852940,120.73
DOT,Region 4 Fleet Administration Shop,14020,2016-17,40396,5905180,146.18
DOT,Region 5 Fleet Administration Shop,14094,2016-17,43250,6617660,153.01
DOT,Region 6 Fleet Administration Shop,14843,2016-17,44339,4209750,94.94
DOT,Region 7 Fleet Administration Shop,11747,2016-17,37200,5863160,157.61
DOT,Region 8 Fleet Administration Shop,10940,2016-17,54000,5881790,108.92
DOT,Region 9 Equipment Management Shop,14445,2016-17,68000,18045380,265.37
DOT,Riverhead HQ,11901,2016-17,30000,4278470,142.62
DOT,Saratoga Springs HQ,11566,2016-17,41900,3204480,76.48
DOT,Schuyler-Yates Sub-HQ,14527,2016-17,35710,5623910,157.49
DOT,Syosset HQ,11791,2016-17,30000,4256600,141.89
DOT,Utica HQ/BC,14534,2016-17,63000,5207300,82.66
DOT,Warrensburg HQ,14534,2016-17,36752,3521210,95.81
DOT,Waterloo HQ,12603,2016-17,29242,3468990,118.63
DOT,Watertown HQ,13601,2016-17,30000,4406050,146.87
DOT,Wyoming County HQ,14569,2016-17,27125,3841700,141.63
MTA,130 Livingston Street,11201,2016-17,565650,-320660220,-566.89
MTA,2 Broadway Office,10004,2016-17,1600000,75219540,47.01
MTA,525 Broadway,10603,2016-17,87000,37640000,432.64
MTA,99th Street Lighting,10029,2016-17,23260,4532060,194.84
MTA,Amsterdam Depot,10027,2016-17,87061,11579540,133
MTA,Baisley Park Depot,11434,2016-17,83295,29743430,357.09
MTA,Bathgate Shop,10457,2016-17,54000,16407690,303.85
MTA,Battery Parking Garage,10006,2016-17,765970,15180130,19.82
MTA,Bergen Street,11213,2016-17,48700,15055630,309.15
MTA,Brewster North Maintenance Facility,10509,2016-17,65000,23498390,361.51
MTA,Casey Stengel Depot,11368,2016-17,142350,75350040,529.33
MTA,Castleton Depot,10309,2016-17,148239,61421590,414.34
MTA,Central Substation,10019,2016-17,35200,22903320,650.66
MTA,Charleston Depot,10309,2016-17,107242,56802140,529.66
MTA,College Point Depot,11354,2016-17,127018,80040210,630.15
MTA,Dorel Hat Factory,12501,2016-17,32000,4553010,142.28
MTA,Eastchester Depot,10475,2016-17,66217,40261870,608.03
MTA,Far Rockaway Depot,11691,2016-17,27317,9410190,344.48
MTA,Flatbush Depot,11234,2016-17,186732,62968000,337.21
MTA,Fresh Pond Depot,11385,2016-17,165895,61200940,368.91
MTA,Grand Avenue Depot,11378,2016-17,566290,219369230,387.38
MTA,Grand Central Terminal,10017,2016-17,3229078,1236338200,382.88
MTA,Gun Hill Depot,10469,2016-17,297600,69484240,233.48
MTA,Hillside Support Facility - Building # 2,11423,2016-17,314811,633931940,2013.69
MTA,Jackie Gleason Depot,11232,2016-17,308333,283864600,920.64
MTA,Jamaica Corporate,11435,2016-17,64275,107199780,1667.83
MTA,Jamaica Depot,11433,2016-17,97674,56296850,576.37
MTA,JFK Depot,11434,2016-17,154982,58431330,377.02
MTA,Kingsbridge Depot,10034,2016-17,332489,75076160,225.8
MTA,La Guardia Depot,11370,2016-17,112464,52148530,463.69
MTA,Manhattanville Depot,10027,2016-17,417793,146531940,350.73
MTA,Maspeth Warehouse,11378,2016-17,424204,43942630,103.59
MTA,Michael J. Quill Depot,10018,2016-17,473640,119111320,251.48
MTA,NYCT Learning Center,11223,2016-17,56000,11822390,211.11
MTA,Print Shop,11231,2016-17,32750,20786830,634.71
MTA,Quay Street Depot,11222,2016-17,73000,16477310,225.72
MTA,Queens Village Depot,11428,2016-17,213492,62856460,294.42
MTA,Rail Control Center,10019,2016-17,248000,107753680,434.49
MTA,Ronkonkoma Parking Garage,11779,2016-17,345000,7016760,20.34
MTA,Sheridan Shop - Richmond Hill,11418,2016-17,73413,51740410,704.79
MTA,Signal Learning Center,10011,2016-17,28000,3589140,128.18
MTA,Spring Creek Depot,11208,2016-17,59904,40030160,668.24
MTA,Tiffany Street Iron Shop,10474,2016-17,69000,19352100,280.47
MTA,Tiffany St. Warehouse,10474,2016-17,375000,30887740,82.37
MTA,Tuskegee Airmen Depot,10029,2016-17,375383,179730750,478.79
MTA,Ulmer Park Depot,11214,2016-17,136957,164596820,1201.81
MTA,West Farms Depot,10460,2016-17,160680,66624470,414.64
MTA,Woodside Revenue 33-33,11377,2016-17,25000,5106990,204.28
MTA,Woodside Revenue 33-61,11377,2016-17,31070,18244000,587.19
MTA,Yukon Depot,10314,2016-17,267516,43846870,163.9
MTA,Zerega Central Maintenance Facility,10462,2016-17,228353,108969750,477.2
NFTA,Bnia Maintenance Building,14225,2016-17,32500,7591950,233.6
NFTA,Buffalo-Niagara International Airport,14225,2016-17,449984,251112790,558.05
NFTA,Cold Spring Bus Garage,14209,2016-17,204412,62308300,304.82
NFTA,Facility Maintenance Department,14225,2016-17,25543,2259710,88.47
NFTA,Frontier Bus Garage,14217,2016-17,142356,64533210,453.32
NFTA,Gisel Wolford Garage,14206,2016-17,114466,32718070,285.83
NFTA,Metropolitan Transportation Center,14203,2016-17,103119,37485500,363.52
NFTA,Niagara Falls International Airport,14304,2016-17,69430,19384830,279.2
NYCCOC,Javits Center,10001,2016-17,2100000,425410010,202.58
NYPA,500-MW,11105,2016-17,81120,7020100,86.54
NYPA,Admin/Warehouse (NIA),14092,2016-17,60742,5425640,89.32
NYPA,Clark Energy Center,13403,2016-17,116267,88714800,763.03
NYPA,General Maintenance (NIA),14092,2016-17,29660,5951740,200.67
NYPA,Lysander Canal Maintenance Facility,13135,2016-17,0,0,
NYPA,Niagara,14092,2016-17,160785,34223940,212.86
NYPA,Pittsford Canal Shop,14534,2016-17,0,0,
NYPA,Power Vista/South Buttress,14092,2016-17,70383,22846560,324.6
NYPA,St. Lawrence,13662,2016-17,59315,4936670,83.23
NYPA,White Plains,10601,2016-17,637084,75932950,119.19
NYSERDA,NYSERDA Albany Office,12203,2016-17,66000,9496800,143.89
NYSIF,Albany 15 Office,12205,2016-17,38221,7351670,192.35
NYSIF,Albany 1 Office,12205,2016-17,58831,10322850,175.47
NYSIF,Buffalo Office,14203,2016-17,49059,5576840,113.68
NYSIF,NYC Office,10007,2016-17,316087,57262180,181.16
NYSIF,Syracuse Office,13088,2016-17,58644,17108670,291.74
NYSP,Sp Carthage,13619,2016-17,25000,2429360,97.17
NYSP,Troop A HQ,14020,2016-17,47000,9612710,204.53
NYSP,Troop B HQ,12977,2016-17,60000,7768020,129.47
NYSP,Troop C HQ,13849,2016-17,69000,7171160,103.93
NYSP,Troop D HQ,13421,2016-17,63185,10692490,169.23
NYSP,Troop E HQ,14425,2016-17,52000,7169120,137.87
NYSP,Troop F HQ,10941,2016-17,63185,11569750,183.11
NYSP,Troop G HQ,12110,2016-17,120000,20351150,169.59
NYSP,Troop K HQ,12578,2016-17,55000,8708960,158.34
OASAS,Kingsboro ATC,11221,2016-17,110000,20144120,183.13
OCFS,Brookwood Secure Center,12513,2016-17,108355,36964020,341.14
OCFS,Ella McQueen Reception Center,11221,2016-17,54532,11240380,206.12
OCFS,Finger Lakes Residential Center,14882,2016-17,118206,29104940,246.22
OCFS,Goshen Secure Center,10924,2016-17,81837,18214680,222.57
OCFS,Highland Residential Center,12528,2016-17,173592,11879550,68.43
OCFS,Industry School,14543,2016-17,296490,37791770,127.46
OCFS,MacCormick Secure Center,14817,2016-17,51824,15391940,297
OCFS,Taberg Residential Center,13471,2016-17,53273,8646210,162.3
OGS,Albany - 110 State Office Building,12236,2016-17,470000,84816230,180.46
OGS,Albany - 44 Holland Avenue,12208,2016-17,286399,68776850,240.14
OGS,Albany - 50 Wolf Road,12232,2016-17,390760,68112310,174.31
OGS,Albany - 625 Broadway,12233,2016-17,469109,67416560,143.71
OGS,Albany - Empire State Plaza,12242,2016-17,11852234,2992042840,252.45
OGS,Albany - Hampton Plaza,12207,2016-17,102095,13896760,136.12
OGS,Albany - Harriman Campus,12226,2016-17,2932245,748341840,255.21
OGS,Albany - Ten Eyck Building,12207,2016-17,341992,81653150,238.76
OGS,Binghamton State Office Building,13901,2016-17,277281,58379660,210.54
OGS,Brooklyn - Shirley A. Chisholm State Office Building,11217,2016-17,337311,25442790,75.43
OGS,Buffalo - Senator Walter J. Mahoney State Office Building,14202,2016-17,88574,8737880,98.65
OGS,Building 1-Training Center,13424,2016-17,21375,6495550,303.89
OGS,Building 3-Robot Course/Interior Training/NYSP,13424,2016-17,40488,3926830,96.99
OGS,Building 5-OEM Equipment Storage,13424,2016-17,31500,2830950,89.87
OGS,Building 7-Cityscape,13424,2016-17,42064,5099760,121.24
OGS,"Harlem - Adam Clayton Powell, Jr. State Office Building",10027,2016-17,386069,46529580,120.52
OGS,Hauppauge - Perry B. Duryea State Office Building,11788,2016-17,417784,53103990,127.11
OGS,Hawthorne - Hudson Valley Transportation Management Center,10532,2016-17,108634,43127620,397
OGS,Hornell - Henderson-Smith State Office Building,14843,2016-17,71363,7717250,108.14
OGS,Oneonta - Homer Folks Facility,13820,2016-17,29301,5084560,173.53
OGS,Orion,13424,2016-17,165000,15908700,96.42
OGS,Poughkeepsie - Eleanor Roosevelt State Office Building,12603,2016-17,88035,11910840,135.3
OGS,Schenectady - 328 State Street,12305,2016-17,116566,17479530,149.95
OGS,Syracuse - Senator John J. Hughes State Office Building,13202,2016-17,203418,22835940,112.26
OGS,Utica State Office Building,13501,2016-17,259807,38589950,148.53
OGS,Watertown - Dulles State Office Building,13601,2016-17,237797,31473120,132.35
OMH,Binghamton PC,13901,2016-17,559220,102742580,183.72
OMH,Bronx PC,10461,2016-17,544388,179341160,329.44
OMH,Brooklyn Children's PC,11233,2016-17,123610,30577440,247.37
OMH,Buffalo PC,14213,2016-17,638275,139853410,219.11
OMH,Capital District PC,12208,2016-17,455251,93608550,205.62
OMH,Central NY PC,13403,2016-17,677568,131768950,194.47
OMH,Creedmoor PC,11427,2016-17,1374024,220866000,160.74
OMH,Elmira PC,14901,2016-17,232693,52291520,224.72
OMH,Hudson River PC,12601,2016-17,249663,20759470,83.15
OMH,Hutchings PC,13210,2016-17,445613,88483950,198.57
OMH,Kingsboro PC,11203,2016-17,716750,125469090,175.05
OMH,Manhattan PC,10035,2016-17,2049277,319972110,156.14
OMH,Middletown PC,10940,2016-17,75955,23020340,303.08
OMH,Mid-Hudson PC,10958,2016-17,335766,68586910,204.27
OMH,Mohawk Valley PC,13502,2016-17,650326,90088770,138.53
OMH,NYSPI,10032,2016-17,558134,256399930,459.39
OMH,Pilgrim PC,11717,2016-17,1708492,338000710,197.84
OMH,Queens Children's PC,11426,2016-17,221893,66683600,300.52
OMH,Rochester PC,14620,2016-17,686271,129068000,188.07
OMH,Rockland Cook Chill,10962,2016-17,59067,47444870,803.24
OMH,Rockland PC,10962,2016-17,1598010,395791740,247.68
OMH,Sagamore PC,11746,2016-17,149000,32872430,220.62
OMH,South Beach PC,10305,2016-17,581643,112882560,194.08
OMH,St. Lawrence PC,13669,2016-17,546556,179890860,329.14
OPRHP,Administration Building,14779,2016-17,30660,15977150,521.11
OPRHP,Bayard Cutting Mansion,11769,2016-17,23385,1527200,65.31
OPRHP,Bear Mountain Garage,10911,2016-17,28535,1904770,66.75
OPRHP,Bear Mountain Iona Storage,10911,2016-17,30527,304010,9.96
OPRHP,Belmont Lakes Offices,11703,2016-17,53144,8837890,166.3
OPRHP,Belmont Lakes Storage,11703,2016-17,35630,3659120,102.7
OPRHP,Caumsett Field Mansion,11743,2016-17,33030,1100190,33.31
OPRHP,Connetquot Offices,11743,2016-17,22324,1657150,74.23
OPRHP,Heckscher Shop,11739,2016-17,20672,3326670,160.93
OPRHP,"Lincoln Bathhouse, SSSP",12866,2016-17,104225,11124870,106.74
OPRHP,Mills Mansion,12580,2016-17,47400,2269740,47.88
OPRHP,Mills Norrie Barn,12580,2016-17,30328,143200,4.72
OPRHP,Minnewaska Maintenance Garage,12466,2016-17,24482,906370,37.02
OPRHP,Niagara Maintenance Center,14303,2016-17,31050,5158240,166.13
OPRHP,Niagara Visitor Center,14304,2016-17,21905,34393470,1570.12
OPRHP,Peebles Island Labs,12188,2016-17,26700,285830,10.71
OPRHP,Peebles Island Offices,12188,2016-17,120225,8687620,72.26
OPRHP,RCSP Activities Building,10453,2016-17,45100,3841620,85.18
OPWDD,Bernard Fineson DDSO,11427,2016-17,438907,27149030,61.86
OPWDD,Brooklyn DDSO,11208,2016-17,524989,70658130,134.59
OPWDD,Broome DDSO,13095,2016-17,402151,102828280,255.7
OPWDD,Capital District DDSO,12304,2016-17,421300,95967350,227.79
OPWDD,Finger Lakes DDSO/Monroe DC,14620,2016-17,301268,92667480,307.59
OPWDD,Finger Lakes DDSO/Newark DC,14513,2016-17,277002,33882760,122.32
OPWDD,Hudson Valley DDSO,10984,2016-17,223186,29351320,131.51
OPWDD,Staten Island DDSO & Institute For Basic Research,10314,2016-17,753385,209361500,277.89
OPWDD,Sunmount DDSO,12986,2016-17,553148,103770300,187.6
OPWDD,Taconic DDSO,12592,2016-17,674746,98051010,145.32
OPWDD,Valley Ridge CIT,13815,2016-17,57548,19319050,335.7
OPWDD,Western NY DDSO,14224,2016-17,313945,19103360,60.85
ORDA,Belleayre Mt. Main Campus,12441,2016-17,60500,40094980,662.73
ORDA,Gore Mt. Base Campus,12853,2016-17,45897,125817330,2741.3
ORDA,Olympic Center,12946,2016-17,250247,163835330,654.69
ORDA,Whiteface Mt. Base Lodge,12997,2016-17,66710,167958050,2517.73
RIOC,Motorgate,10044,2016-17,669609,8457450,12.63
RIOC,Sportspark,10044,2016-17,74250,6932410,93.37
SUNY,Alfred Ceramics,14802,2016-17,484416,111575550,230.33
SUNY,Alfred State,14802,2016-17,1463432,242004690,165.37
SUNY,Binghamton,13902,2016-17,6781518,1277748390,188.42
SUNY,Brockport,14420,2016-17,2923876,518313800,177.27
SUNY,Buffalo State,14222,2016-17,3240711,710024090,219.1
SUNY,Canton,13617,2016-17,1094361,200935140,183.61
SUNY,Cobleskill,12043,2016-17,1263279,243388620,192.66
SUNY,Cornell,14853,2016-17,6306696,1152024430,182.67
SUNY,Cortland,13045,2016-17,2652478,475571470,179.29
SUNY,Delhi,13753,2016-17,1051863,198064570,188.3
SUNY,Downstate Medical Center,11203,2016-17,2215292,846338240,382.04
SUNY,Empire State,12866,2016-17,233771,30262760,129.45
SUNY,Environmental Science & Forestry,13210,2016-17,1125144,203492540,180.86
SUNY,Farmingdale,11735,2016-17,1529397,271957960,177.82
SUNY,Fredonia,14063,2016-17,2311672,390594650,168.97
SUNY,Geneseo,14454,2016-17,2325149,441959770,190.08
SUNY,Geneva AES,14456,2016-17,640005,143487110,224.2
SUNY,Maritime,10465,2016-17,787769,141112510,179.13
SUNY,Morrisville,13408,2016-17,1795676,287606640,160.17
SUNY,New Paltz,12561,2016-17,2240309,416224330,185.79
SUNY,Old Westbury,11568,2016-17,1336598,209800360,156.97
SUNY,Oneonta,13820,2016-17,2397313,471474840,196.67
SUNY,Optometry College,10036,2016-17,298000,65931210,221.25
SUNY,Oswego,13126,2016-17,3467283,713861740,205.89
SUNY,Plattsburgh,12901,2016-17,2150633,489497050,227.61
SUNY,Potsdam,13676,2016-17,2332775,444726660,190.64
SUNY,Purchase,10577,2016-17,2426365,446108160,183.86
SUNY,Stony Brook University,11794,2016-17,11970053,3882475090,324.35
SUNY,SUNY Polytechnic Institute,13504,2016-17,1379612,119902620,86.91
SUNY,System Administration,12246,2016-17,653503,81766140,125.12
SUNY,University at Albany,12222,2016-17,5445326,1332787140,244.76
SUNY,University at Buffalo,14260,2016-17,11438869,3035523790,265.37
SUNY,Upstate Medical,13210,2016-17,4395229,1451233110,330.18
TWA-CA,Administrative Headquarters (A2050),12209,2016-17,121000,50727670,419.24
TWA-CA,Albany Division Hq And Maintenance Garage (M2341),12209,2016-17,36700,6822950,185.91
TWA-CA,Buffalo Division Hq And Maintenance Garage (M4341),14225,2016-17,58769,12661650,215.45
TWA-CA,Henzel Powers (A2053),12209,2016-17,34700,4019800,115.84
